	Case1	Case2	Case3	Case4	Ctrl1	Ctrl2	Ctrl3	Ctrl4
Tpst2	77.62	56.90	344.77	8.81	150.94	153.98	47.00	47.99
Tpt1	3169.21	7835.93	8215.57	10224.85	4106.13	4783.43	3392.88	3045.53
Tpt1-ps3	62.84	46.72	77.14	79.83	30.79	150.48	94.11	17.68
Tpx2	378.50	4684.50	3833.07	3757.88	12133.48	10506.00	10169.77	7940.29
Tra2b	1734.22	5941.90	3986.92	3491.33	4455.97	3781.52	3147.23	2304.50
Tradd	29.50	1.45	157.81	269.62	1.00	110.99	104.99	205.97
Traf1	0.43	1.01	4.62	22.53	7.11	9.02	73.14	20.00
Traf2	336.03	275.94	319.24	677.93	514.33	105.45	130.09	219.26
Traf3	104.59	297.35	306.53	543.69	1606.41	1977.74	1075.93	1270.79
Traf3ip1	16.29	384.45	378.93	97.86	396.86	713.90	387.97	417.93
Traf4	383.10	1803.21	312.69	590.10	4554.28	4678.18	3277.63	2597.35
Traf5	24.39	7.53	13.68	14.55	7.66	132.81	22.49	1.84
Traf7	549.58	1784.27	2833.43	622.41	10102.31	9601.69	6206.57	3911.35
Trafd1	105.09	1091.09	87.58	450.17	4459.37	4640.33	3321.78	2529.58
Traip	122.65	1325.09	883.52	403.19	3160.61	4045.47	3161.51	2735.53
Trak1	19.16	828.84	518.40	255.42	4627.05	5043.62	4863.39	2869.58
Trak2	344.00	36.10	279.57	520.63	1254.54	252.97	239.98	402.93
Tram1	23.00	761.27	105.20	256.40	2757.99	4215.44	2275.85	2202.63
Tram2	23.96	1226.54	459.78	147.77	1329.52	2133.84	667.96	595.90
Trap1	300.88	889.90	723.77	569.56	1212.56	527.93	665.96	255.96
Trap1a	9.58	99.53	342.89	25.78	495.82	155.98	66.00	248.96
Trappc1	205.06	122.95	996.52	0.98	1148.58	1061.86	1069.93	800.87
Trappc10	6.32	268.34	18.51	93.95	4705.28	2016.73	2251.85	1252.79
Trappc11	435.03	828.42	302.95	440.38	750.73	798.89	741.95	286.95
Trappc12	87.20	2.93	336.07	142.88	553.80	773.90	738.95	270.95
Trappc13	276.50	245.56	2040.71	843.44	740.29	1182.56	758.00	414.23
Trappc2	374.40	30.34	77.11	622.11	3097.21	3684.20	3407.57	2511.14
Trappc2l	139.78	250.93	632.55	563.66	174.72	42.22	105.43	80.85
Trappc3	53.66	0.98	982.88	1508.06	665.76	595.92	402.97	498.92
Trappc4	908.80	433.42	2346.31	2212.02	578.86	1433.74	864.28	214.95
Trappc5	78.38	0.98	45.78	122.28	1573.43	800.89	767.95	423.93
Trappc6a	1.49	282.74	105.20	239.89	191.93	40.99	21.00	46.99
Trappc6b	2.24	900.35	342.34	73.40	292.89	394.95	549.96	232.96
Trappc8	402.35	824.52	1315.06	273.04	2739.00	2643.65	2801.81	1210.80
Trappc9	67.81	193.42	296.59	185.03	3452.82	3645.52	2262.87	1125.81
Trf	1.95	8.25	5.11	1.81	10.24	9.41	10.92	13.73
Triap1	652.55	1206.05	680.91	473.65	1796.34	2095.72	1413.91	1044.83
Trib1	3.83	1231.42	21.43	64.59	212.92	65.99	59.00	110.98
Trim11	202.18	13.66	2.92	551.74	3612.69	2887.62	1902.87	1284.79
Trim12a	6.33	16.31	16.05	20.32	30.67	23.23	13.83	10.66
Trim12c	11.99	1.32	2.02	2.02	5.24	24.35	27.09	22.39
Trim13	256.37	0.98	197.74	1018.75	6991.99	7192.72	5687.53	4950.38
Trim2	11.19	13.83	13.48	10.96	31.28	30.35	10.70	15.12
Trim23	57.40	1129.94	214.34	1657.77	634.77	393.95	672.96	314.95
Trim24	1555.90	1278.30	948.54	4777.54	10725.53	6747.98	7473.67	5367.88
Trim26	6.31	12.95	15.03	1.38	2671.83	2127.87	2125.06	1202.27
Trim27	63.89	994.96	1200.24	968.86	5546.64	8517.38	5252.80	2875.25
Trim28	1931.77	16644.64	11854.96	12422.67	11492.81	6195.17	6987.53	4570.24
Trim3	10.58	0.98	97.78	4.15	589.79	736.90	515.97	407.93
Trim32	1.63	0.88	4.78	462.07	459.83	1631.78	1694.89	1243.79
Trim33	737.83	1778.82	2751.87	2159.82	3268.81	2903.62	2834.81	2410.60
Trim36	1.52	2.23	7.24	570.35	547.46	1184.99	494.83	443.50
Trim37	29.76	0.98	237.68	873.91	3628.19	5075.34	3658.83	1970.70
Trim38	287.55	797.53	655.25	320.99	16.01	18.01	21.01	47.00
Trim39	227.93	331.08	793.25	703.96	678.99	381.62	383.83	400.52
Trim41	0.96	9.76	204.09	488.33	1800.34	1254.83	976.94	442.93
Trim43b	6249.44	19388.91	27460.13	13023.90	170.14	96.29	39.23	29.65
Trim44	86.75	0.98	550.47	476.93	2817.70	1981.90	2193.50	973.66
Trim5	6.68	8.46	3.03	1.67	304.87	145.94	232.75	24.07
Trim59	68.99	733.77	1317.16	464.44	4406.40	3687.76	3122.41	3573.37
Trim6	83.81	870.30	206.07	1525.85	885.08	461.26	352.43	323.63
Trim60	0.51	94.16	392.01	81.80	15939.19	19052.05	10406.41	6719.72
Trim61	27.89	787.68	0.97	401.77	66209.84	65164.71	50756.61	35873.20
Trim67	1.00	0.98	0.92	0.72	10.07	20.87	1.02	65.65
Trim7	372.58	3.08	7.81	40.00	15.10	11.26	12.15	1.01
Trim71	366.04	1495.08	1049.12	1.96	1284.53	1479.80	1449.90	1119.81
Trim75	8.87	395.76	26.00	379.90	44479.78	51072.20	42209.16	29697.00
Trio	5.69	4.88	1.04	0.80	658.76	1149.85	573.96	500.92
Triobp	56.53	8.78	76.43	80.25	549.80	523.93	677.96	233.96
Trip10	132.08	594.23	0.92	66.55	6.00	28.00	2.00	120.98
Trip11	7.67	1.02	1.46	0.98	2829.96	2754.63	2050.86	1321.78
Trip12	1336.21	5656.56	6857.07	4057.95	59720.13	51835.79	42701.07	29642.62
Trip13	1027.21	1170.92	3457.13	4624.99	431.84	476.94	167.99	367.94
Trip4	25.28	119.06	1203.75	54.29	1995.32	2558.88	1542.11	1631.73
Trir	35.45	39.03	426.66	191.81	246.91	108.99	105.99	101.98
Trit1	332.50	4.88	605.90	49.91	1011.63	1011.87	832.94	364.94
Trmo	39.51	680.13	873.40	997.25	172.57	462.11	259.88	95.97
Trmt1	13.45	265.49	528.01	106.38	352.65	251.16	315.50	173.92
Trmt10a	76.07	900.29	13.54	356.76	62.85	42.29	211.90	31.01
Trmt10b	415.87	464.38	457.83	877.83	599.78	898.88	341.98	213.96
Trmt10c	365.08	741.58	737.40	1015.80	584.79	510.93	649.96	486.92
Trmt11	204.10	785.49	166.57	440.38	1214.56	1353.82	1570.90	1381.77
Trmt112	530.84	1355.09	1356.10	1685.47	4436.74	5825.00	4818.41	4152.65
Trmt112-ps2	75.42	158.34	185.49	139.43	309.81	417.18	325.89	231.17
Trmt12	46.91	31.25	593.60	50.46	216.92	476.94	676.96	137.98
Trmt13	259.68	380.27	667.93	423.74	1347.86	2546.27	1897.72	1682.11
Trmt1l	236.80	111.24	238.76	71.05	715.97	519.83	362.38	482.48
Trmt2a	89.78	770.95	1742.69	761.08	766.19	35.53	388.71	116.98
Trmt2b	0.53	9.37	165.49	0.84	203.96	3.73	152.51	48.92
Trmt5	201.45	1174.06	81.83	382.64	584.79	378.95	402.97	206.97
Trmt6	880.60	2417.95	3693.84	991.35	1411.48	1290.83	1131.92	1016.83
Trnau1ap	20.97	228.33	276.65	311.20	1866.32	1732.77	1240.91	1394.77
Trnp1	9.58	24.39	3.90	66.55	463.83	112.98	153.99	115.98
Trnt1	333.46	335.31	2115.07	646.97	4243.99	4354.90	3693.71	2724.68
Troap	145.65	113.62	277.62	377.75	2596.05	1678.78	2022.87	1017.83
Trove2	1.95	422.65	1390.48	9.63	530.27	416.53	250.18	81.59
Trp53	413.25	2295.06	2467.69	2239.49	2356.58	3906.48	3352.79	2093.08
Trp53bp1	258.19	158.09	278.23	11.58	9699.57	11508.55	8726.42	4463.45
Trp53bp2	213.57	40.32	636.89	593.05	231.92	12.49	8.00	7.00
Trp53inp1	40.60	406.89	95.46	709.02	3060.88	3234.57	1819.88	2267.63
Trp53inp2	118.82	132.70	186.06	349.25	4931.20	6009.20	3564.76	3404.43
Trp53rkb	2.00	37.35	175.36	141.96	290.14	369.77	226.73	71.67
Trpc4ap	67.16	1130.03	216.66	1453.71	7037.24	10599.47	8981.93	6128.76
Trpc6	21.32	199.13	112.32	28.90	3.00	19.00	102.27	48.99
Trpc7	3.86	10.97	0.91	3.28	2.15	169.97	9.04	57.45
Trpm2	27.13	54.42	147.84	53.00	124.06	73.33	50.41	75.40
Trpm7	370.83	448.85	547.45	551.94	692.75	240.97	302.04	269.56
Trpv2	9.08	57.41	152.37	7.68	20.46	8.37	29.24	6.35
Trrap	153.69	803.05	630.63	24.28	1977.63	3830.56	1946.22	1288.67
Trub1	465.14	367.70	839.98	12.79	22.99	89.16	85.99	4.00
Trub2	0.96	1943.53	69.92	734.89	219.64	610.79	691.43	363.30
Tsacc	0.96	56.59	85.72	74.38	2.00	8.36	22.87	18.75
Tsc1	67.08	300.54	1122.18	103.73	4159.49	3168.57	2105.86	974.84
Tsc2	343.67	727.92	406.21	166.37	507.76	210.97	442.07	253.00
Tsc22d1	315.25	1.43	29.65	492.25	21504.13	27793.25	24148.38	17242.17
Tsc22d2	118.82	1000.16	369.19	152.67	5168.12	3441.54	4951.67	3209.46
Tsc22d4	339.67	518.88	278.21	371.89	1025.65	790.39	413.39	469.12
Tsen34	165.93	133.44	561.65	373.29	106.87	56.42	44.00	24.94
Tsen54	0.38	59.57	4.73	268.53	62.98	158.98	170.99	169.97
Tsfm	2.19	115.14	564.98	81.23	389.55	578.27	409.06	319.24
Tsg101	155.23	238.14	484.13	770.47	2839.75	3767.97	3592.74	2638.23
Tsg101-ps	1.13	5.16	5.24	14.77	7.62	20.67	54.06	26.04
Tsga10	2.37	6.53	27.09	200.63	860.69	466.94	311.98	643.89
Tshz1	46.64	6.36	113.43	687.71	9456.55	8074.92	7132.53	4010.33
Tsn	799.46	7166.43	2069.18	2266.39	3016.59	3441.28	4444.21	2008.63
Tsnax	1.92	59.75	1.99	19.57	1432.42	1710.60	1130.52	1083.25
Tspan13	0.32	0.86	0.97	20.76	1904.31	1791.76	857.94	601.90
Tspan14	4.59	384.45	10.10	358.07	13512.07	18423.49	14652.04	10517.25
Tspan15	10.33	5.28	0.97	212.25	212.72	206.63	165.65	128.73
Tspan17	1.67	221.05	23.38	0.82	75.97	150.98	4.00	57.99
Tspan18	2.20	6.14	15.56	0.98	684.57	342.97	227.87	265.01
Tspan3	38.33	1.10	544.50	321.97	69.41	341.58	200.19	318.29
Tspan31	41.92	95.25	7.43	7.32	974.04	344.76	284.01	457.53
Tspan33	30.08	16.19	49.95	30.49	304.58	213.19	661.57	406.94
Tspan7	1.10	15.20	6.90	1.18	13.83	18.19	11.16	27.23
Tspan9	5.29	116.12	15.50	175.43	119.96	711.90	861.94	503.92
Tspyl1	274.83	1.97	40.33	22.59	2834.75	1627.24	1305.27	1518.84
Tsr1	1546.36	2409.72	3514.23	2384.18	838.19	427.92	497.07	324.59
Tsr2	457.07	1149.45	6600.59	2938.81	69.63	133.90	79.60	34.25
Tsr3	145.54	255.65	801.33	276.95	123.95	270.96	142.99	153.97
Tssc1	118.82	2544.80	856.25	332.73	687.75	938.87	495.97	321.95
Tssc4	16.29	12.68	15.59	46.97	41.98	60.99	28.00	94.98
Tsta3	116.40	498.62	668.24	159.52	353.87	554.93	308.98	103.98
Tstd1	13.11	77.09	100.33	91.99	2.00	37.99	21.00	32.99
Tstd2	62.27	25.06	249.44	5.87	305.14	195.73	338.62	113.02
Ttbk1	10.49	12.33	42.60	22.53	94.77	148.23	117.76	221.73
Ttbk2	357.32	14.80	259.99	20.84	436.32	747.14	617.32	315.62
Ttc1	1892.48	3593.74	5029.35	4272.68	3551.70	3322.56	3703.76	2373.60
Ttc13	401.42	9.81	97.38	159.95	422.69	446.03	86.86	55.51
Ttc14	5.75	246.87	133.45	332.73	291.89	86.99	84.99	57.99
Ttc17	52.70	567.90	70.14	585.22	845.42	1047.86	1067.82	606.90
Ttc19	36.76	183.30	200.68	400.29	240.18	606.05	154.10	216.29
Ttc23	1.15	1.06	1.12	5.58	1268.54	2458.67	1969.54	785.87
Ttc25	11.28	721.93	48.10	369.83	240.43	65.94	89.52	53.83
Ttc27	78.57	490.81	966.32	877.83	1885.31	2002.73	1747.88	849.86
Ttc28	4.79	4.88	3.90	4.89	922.69	389.95	618.96	410.93
Ttc3	63.97	548.25	808.94	432.61	1015.86	2199.76	1207.32	962.41
Ttc32	1.79	201.99	1.09	4.89	299.89	117.98	209.99	150.97
Ttc33	221.62	144.41	336.07	604.79	1132.59	2664.63	1541.90	847.86
Ttc37	170.07	12.84	398.15	361.65	4703.05	5833.84	4633.18	2723.00
Ttc38	1.02	24.10	4.64	1.56	167.80	27.56	190.88	199.57
Ttc39a	1.92	1.96	17.40	2.96	112.50	164.46	130.73	114.98
Ttc39b	35.70	19.86	586.28	346.43	654.86	577.92	201.15	156.71
Ttc4	11.50	477.15	691.62	1111.72	690.75	735.90	255.98	441.93
Ttc5	0.96	1271.12	0.97	774.11	88.97	278.96	129.99	60.99
Ttc7b	201.60	148.33	367.18	2073.35	703.64	1107.06	870.52	249.42
Ttc9c	115.82	557.00	110.89	288.48	5972.27	7918.13	5118.97	3517.15
Ttf1	9.55	1153.41	879.07	922.91	460.93	75.25	103.48	149.05
Ttf2	33.29	210.94	0.97	97.74	1038.62	753.90	677.96	215.96
Tti1	575.89	2493.77	607.85	42.08	2355.14	3469.54	2799.81	1796.70
Ttk	0.96	117.16	8.77	297.50	7239.36	7168.04	5284.65	3665.40
Ttl	2.87	729.87	583.49	116.46	14.99	34.00	25.00	8.61
Ttll1	0.96	126.20	735.20	211.65	63.49	307.99	285.34	283.72
Ttll12	179.20	1101.64	866.96	646.75	26.99	203.97	14.00	9.87
Ttll4	8.62	676.21	345.23	588.19	10856.94	8904.05	8838.51	5897.71
Ttll5	249.14	75.16	20.61	228.03	2157.24	687.91	1045.93	592.90
Ttll6	85.28	115.14	875.73	31.32	140.95	87.99	236.98	412.93
Ttn	164.81	13.66	234.76	1064.80	7458.28	4863.35	3239.79	1834.69
Ttpal	31.62	97.52	768.83	33.35	400.99	591.04	607.52	356.24
Ttyh1	7.67	11.23	14.26	15.50	31.88	119.06	42.88	79.82
Ttyh3	69.98	3.91	3.11	41.49	3021.90	2116.72	2408.84	1041.83
Tuba1a	581.21	626.74	368.18	1597.66	1897.82	1859.56	955.89	964.50
Tuba1b	1182.38	1327.59	1405.50	4225.19	64.34	600.53	112.59	7.36
Tuba1c	3128.02	2461.99	993.88	8324.44	4745.65	4362.59	2892.39	2697.59
Tuba3a	0.96	767.63	1021.28	3.78	685.06	810.25	470.55	112.70
Tuba3b	1.92	13.83	26.16	302.40	357.21	205.74	184.07	198.36
Tuba4a	478.15	1126.45	1964.17	1842.01	3647.44	4497.04	2856.48	2041.66
Tubal3	2.14	0.98	8.82	6.90	4649.78	4775.93	4499.30	2901.82
Tubb2a	25.90	800.46	27.03	9.91	5802.13	7095.18	3405.74	2622.68
Tubb2b	1.90	31.67	5.57	64.08	1109.96	682.86	251.68	411.01
Tubb3	0.96	468.37	0.97	0.98	15994.07	14916.27	13196.73	7956.39
Tubb4b	1207.44	7981.34	5861.45	6311.81	17676.59	26174.55	18903.49	10460.02
Tubb4b-ps1	46.87	847.06	174.76	313.99	2712.62	4115.47	3067.83	1610.06
Tubb4b-ps2	4.79	6.41	10.11	5.91	44.00	109.80	77.53	61.26
Tubb5	133.75	2769.85	305.49	1132.59	1778.01	2585.15	1889.61	1514.90
Tubb6	873.86	567.28	1626.77	268.14	9311.23	8553.50	6946.91	3843.17
Tubd1	105.89	134.66	511.19	5.87	873.68	881.88	774.95	470.92
Tube1	8.64	41.96	536.74	88.78	1448.17	913.81	834.72	348.94
Tubg1	1094.24	1563.38	2454.54	2609.71	1959.80	3388.55	3024.80	1676.96
Tubg2	97.79	146.16	321.68	316.38	4930.68	8149.88	7139.53	3660.15
Tubgcp2	391.91	3.90	1231.28	3.91	105.96	249.97	272.98	77.99
Tubgcp3	3.71	840.13	1422.27	10.76	86.31	389.95	267.73	255.96
Tubgcp4	2.45	1402.39	15.95	4.87	2037.87	1912.82	1120.21	1019.91
Tubgcp5	0.96	687.93	770.17	4.89	249.48	503.93	344.98	269.95
Tubgcp6	24.48	119.04	298.55	226.96	210.43	36.00	66.77	92.82
Tufm	1434.46	3684.49	2638.87	1905.39	195.93	360.95	383.97	186.97
Tuft1	383.80	872.74	608.82	293.32	169.94	194.75	120.74	47.74
Tug1	188.29	424.46	1414.41	229.00	3607.69	3497.53	2869.81	2112.65
Tulp3	48.65	62.40	172.43	22.34	9172.72	7760.45	6508.40	4107.57
Tulp4	182.67	2512.11	1405.15	1991.65	3010.51	3046.43	1865.71	1469.15
Tusc2	56.53	78.32	5.84	269.12	177.82	89.99	111.99	189.73
Tusc3	135.11	8.78	91.57	0.98	3634.69	3287.56	2652.82	2538.58
Tut1	299.92	897.70	287.36	203.55	3518.72	2622.65	1273.92	792.87
Tvp23a	3.40	5.78	9.97	9.28	29.84	67.99	58.56	17.14
Tvp23b	18.21	1318.26	95.46	229.00	2528.08	6860.08	3614.76	2932.52
Twf1	261.59	2577.00	1376.38	1016.79	484.82	988.67	456.07	482.92
Twf2	151.40	4.26	423.34	152.67	1596.42	610.92	982.94	407.93
Twistnb	14.37	1163.11	672.14	601.85	1297.53	1196.84	1028.93	1039.83
Twnk	1.99	8.06	7.39	394.84	28.22	170.15	166.21	225.69
Twsg1	24.51	65.38	67.40	109.08	118.96	197.97	150.99	308.95
Txlna	80.49	1559.27	628.30	693.85	877.68	709.91	760.95	685.89
Txlng	879.65	39.03	549.55	206.24	10219.67	11715.09	7206.79	5916.66
Txn1	183.98	34.15	12.66	48.93	1190.57	1064.86	947.94	863.86
Txn2	1189.15	3028.25	1011.64	3584.54	4697.81	6685.10	5759.62	3201.71
Txndc11	71.91	58.26	208.54	156.51	535.63	589.50	604.50	501.31
Txndc12	207.93	168.81	240.72	631.21	470.83	72.99	638.96	530.91
Txndc15	27.22	215.40	561.93	22.54	250.79	225.68	247.18	99.71
Txndc16	68.11	6.22	0.97	1.61	2034.12	1806.57	1537.25	1438.62
Txndc17	206.98	466.42	436.40	516.71	856.69	1063.86	410.97	578.90
Txndc5	9.58	276.14	259.15	4.93	5534.98	5680.06	4263.76	2778.54
Txndc9	1327.78	529.29	3675.53	2488.24	9385.73	18077.40	10169.55	7843.24
Txnip	2.59	6.83	225.99	8.81	28849.78	41663.90	27061.75	19296.56
Txnl1	1970.10	3078.54	1012.10	3736.39	2390.13	1928.74	1510.90	1528.75
Txnl4a	251.55	545.69	1098.97	918.24	342.98	344.18	301.15	314.06
Txnl4b	142.06	3.90	207.41	901.87	96.96	675.31	386.84	172.97
Txnrd1	267.81	112.21	555.83	110.58	3880.59	4716.37	3147.79	2004.67
Txnrd3	24.88	492.58	507.79	261.94	2147.22	2669.64	2091.86	1481.75
Tyk2	309.39	54.35	686.25	880.25	1297.85	741.71	1040.99	365.51
Tyms	1018.08	1705.84	3770.83	6187.87	95.46	15.98	52.56	22.97
Tyr	9.94	16.72	15.93	5.07	60.07	34.27	15.75	16.35
Tysnd1	136.07	33.18	138.95	167.85	1.00	6.00	159.99	31.99
Tyw1	19.16	640.68	502.60	361.11	4708.22	6350.40	3712.92	2084.76
Tyw3	186.87	367.53	65.39	191.51	97.58	72.63	162.90	95.90
Tyw5	485.47	1.95	343.11	845.77	256.91	222.97	292.98	216.79
U2af1	13.42	79.04	1723.21	227.04	602.78	281.64	248.98	157.97
U2af1l4	148.52	710.59	995.22	981.56	2178.85	2858.92	2062.04	1848.85
U2af2	151.39	346.40	836.76	439.07	2129.86	947.55	1036.70	1199.03
U2surp	1504.40	766.84	1063.49	2261.61	4893.46	5569.44	4679.08	3417.45
Uaca	0.94	1.42	485.44	446.45	45.86	46.99	53.00	134.98
Uap1	1686.83	2192.55	5277.75	3394.85	374.86	639.91	448.97	430.93
Uba1	2986.71	3506.87	6682.36	10250.88	22623.73	31258.23	23409.14	13300.49
Uba2	488.06	2906.57	926.21	1063.78	3732.80	4381.52	3090.90	2836.55
Uba3	584.10	207.39	589.34	1515.99	6398.72	8160.97	6498.80	4230.97
Uba5	478.15	996.26	1049.07	155.03	263.43	60.02	149.40	84.12
Uba52	2895.53	10955.47	15759.58	11131.05	19.12	349.53	184.40	248.98
Uba6	127.44	235.16	588.36	127.22	1201.56	1437.81	1092.93	1231.79
Ubac1	8.76	716.21	724.74	1267.32	2409.75	2434.67	1435.90	1052.82
Ubac2	130.32	232.23	164.63	302.40	2011.27	1495.80	1557.90	677.89
Ubald1	21.29	92.77	582.43	231.05	101.96	94.99	171.01	86.99
Ubald2	208.89	692.79	286.39	763.33	123.95	37.85	3.77	7.00
Ubap1	177.27	516.18	323.41	557.82	1669.39	1934.74	995.93	736.88
Ubap2	714.83	558.14	1572.22	830.85	5432.02	6253.17	3976.74	3265.46
Ubap2l	27.81	1402.45	625.46	1377.63	5193.66	9754.63	7767.58	3687.57
Ubash3b	0.36	558.38	1.04	7.83	6237.72	5738.23	3152.79	2599.57
Ubb	9642.36	27736.42	27857.79	37977.93	33410.97	59556.64	43299.26	23313.44
Ubc	3346.48	3861.49	11105.91	5517.92	1566.74	1500.13	1066.08	706.01
Ube2a	811.61	1296.79	2927.21	5580.13	1712.38	4792.36	2055.87	2234.63
Ube2b	569.18	742.56	1140.68	1454.24	1253.54	2086.72	720.95	799.87
Ube2c	2985.26	3691.81	8953.74	6998.07	2537.81	2806.88	1357.93	1095.98
Ube2cbp	0.96	766.87	46.26	76.33	176.94	418.94	317.98	41.99
Ube2d-ps	7.67	113.54	14.61	0.98	213.92	178.98	238.98	76.99
Ube2d1	57.17	5.86	167.55	0.89	223.95	487.94	120.57	159.98
Ube2d2a	126.48	124.78	356.18	1342.80	40542.97	41182.59	29723.93	25943.81
Ube2d3	2559.08	6893.55	3533.24	6203.58	63393.68	80448.62	69317.00	54763.12
Ube2e1	827.18	2077.14	733.93	1260.49	1367.10	2089.26	1187.20	684.90
Ube2e2	4.74	60.50	0.86	9.75	332.88	102.23	156.50	135.18
Ube2e3	414.91	628.39	1475.78	1205.66	2477.10	2473.67	1973.11	1630.73
Ube2f	544.03	1770.71	2205.52	367.61	137.98	749.44	424.15	322.17
Ube2g1	276.11	111.36	60.39	2205.14	8525.10	12306.42	8709.54	5529.80
Ube2g2	350.71	10.19	154.88	9.79	602.78	524.90	616.40	328.95
Ube2h	200.14	559.64	446.95	2578.27	5341.33	8132.98	5626.72	4485.04
Ube2i	1991.37	2250.11	1902.44	3383.12	13250.97	17871.56	11704.23	9320.32
Ube2j1	13.91	402.99	400.36	754.52	1151.58	1151.85	704.95	433.93
Ube2j2	2.24	788.83	1114.14	936.24	427.62	717.60	358.59	239.73
Ube2k	666.21	668.12	1121.13	2284.88	15863.15	12948.56	11431.23	8189.53
Ube2l3	2516.92	5279.50	4279.85	4781.17	181.70	685.28	320.87	413.36
Ube2l6	4.82	19.17	151.20	107.85	209.70	97.27	115.86	86.57
Ube2m	29.70	806.96	713.05	465.83	1191.57	174.98	413.97	115.98
Ube2n	1547.26	2217.76	2681.79	3765.22	3479.33	5149.03	3474.37	2831.24
Ube2n-ps1	154.54	191.42	278.09	346.92	169.43	214.80	218.38	159.05
Ube2o	22.04	13.66	202.62	2.94	814.70	1127.85	993.93	537.91
Ube2q1	50.79	120.99	76.95	739.84	1295.53	463.94	437.97	107.98
Ube2q2	371.79	514.74	1173.81	1918.11	4433.03	4172.44	3764.31	2291.62
Ube2r2	85.28	61.47	0.98	1584.44	2059.25	1131.85	1636.40	825.86
Ube2s	973.38	4040.00	3748.24	4438.44	4097.62	4458.95	4743.50	3596.93
Ube2t	270.99	249.32	989.83	609.20	2685.49	5509.56	2213.36	2949.71
Ube2u	161.78	237.11	108.13	0.98	718.74	254.70	552.84	396.93
Ube2v1	1654.71	7781.08	4843.38	5418.32	352.34	852.35	773.89	532.91
Ube2v2	806.21	1446.40	2445.70	4529.16	827.11	1122.35	1221.26	1361.26
Ube2w	5.92	837.76	16.09	1762.29	5538.60	7762.15	5097.29	4073.77
Ube2z	82.41	1321.19	184.11	942.42	4357.41	2737.63	2726.82	2138.64
Ube3a	714.45	1667.71	1129.85	464.88	4341.22	7962.57	5921.80	3866.39
Ube3b	3.07	7.81	592.26	456.04	477.83	507.93	347.98	269.96
Ube3c	458.85	1946.29	450.21	2045.57	6335.69	6055.19	4863.24	3207.47
Ube4a	66.12	523.01	66.43	126.24	1324.95	1244.54	743.50	453.93
Ube4b	341.13	27.32	1199.14	23.49	11609.74	11804.45	8968.40	7016.49
Ubfd1	1378.28	2627.38	1268.89	1412.28	12322.54	12390.31	11784.24	7143.81
Ubiad1	3.95	78.06	67.21	1.32	2803.98	3589.52	1688.89	1643.73
Ubl3	423.53	521.06	97.41	467.78	1224.55	1323.82	1226.92	940.84
Ubl4a	484.86	348.35	1421.23	2164.72	7.00	90.97	189.40	46.16
Ubl5	988.25	1557.82	3694.77	2114.66	7716.56	4491.79	6922.49	5573.26
Ubl7	479.11	897.70	4280.25	1925.94	2086.24	3888.48	2189.85	1752.71
Ublcp1	1929.43	797.94	1965.27	3678.52	1887.55	1505.04	1605.49	1458.94
Ubn1	713.87	776.71	541.61	611.64	10079.32	9382.75	7785.48	5477.09
Ubn2	29.97	1138.24	1227.65	375.80	9414.94	8220.43	4395.29	4397.52
Ubox5	115.90	1130.16	319.66	49.17	586.11	411.67	189.27	371.23
Ubp1	184.94	768.90	122.74	454.15	15761.12	13843.81	10644.62	7892.50
Ubqln1	572.06	2949.73	1544.94	2824.31	22444.82	17525.69	17118.87	10914.19
Ubqln2	101.57	262.48	89.62	183.98	2564.06	2229.70	2224.85	1252.79
Ubqln4	11.50	511.30	206.48	444.30	131.95	538.93	438.97	214.96
Ubr1	1.29	16.59	3.15	328.56	14.19	214.89	142.42	42.00
Ubr2	398.62	105.74	1126.51	84.16	1378.22	702.98	1485.96	504.92
Ubr3	223.27	1991.53	1426.10	991.35	1188.57	1684.78	825.95	572.90
Ubr4	721.54	2585.78	1696.91	1270.26	1180.57	1372.82	2182.85	1087.82
Ubr5	1185.32	4940.30	2123.57	1687.15	2786.98	2960.60	2105.86	1338.78
Ubr7	11.50	185.40	79.88	759.41	1364.50	2353.65	1352.63	1086.72
Ubtd1	1.92	0.98	209.43	262.27	369.87	42.99	182.99	75.99
Ubtf	1008.16	3271.02	5857.96	1885.60	34.25	40.86	169.82	180.57
Ubtfl1	7.26	178.51	839.79	170.54	51.28	19.92	31.06	21.42
Ubxn1	1525.49	5680.90	10701.58	6245.59	581.79	334.95	482.97	246.96
Ubxn11	13.42	36.10	260.09	52.85	89.97	124.98	82.99	33.99
Ubxn2a	111.61	372.75	415.24	158.42	2805.18	1827.99	1169.65	1237.98
Ubxn2b	1.92	3.91	7.04	1.96	1235.67	1670.73	886.07	831.16
Ubxn4	1211.97	1943.16	1068.02	2231.95	12814.14	13477.82	8706.35	6408.67
Ubxn6	11.08	844.39	181.22	1484.27	1399.83	2924.30	2354.13	1366.10
Ubxn7	76.66	795.25	646.81	1161.63	2332.10	1801.76	1389.91	1300.78
Ubxn8	187.51	545.14	716.62	1157.49	845.56	881.75	763.89	463.26
Uchl1	188.77	713.28	10.72	130.16	28041.76	31067.79	29210.08	18715.84
Uchl3	326.75	725.53	873.20	1233.64	9553.69	10537.89	9591.83	6258.22
Uchl4	19.36	14.10	75.58	29.77	2030.09	2106.35	2110.40	1376.51
Uchl5	657.45	1582.01	4876.54	2436.90	5361.34	2666.72	1776.72	1258.64
